OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,,,
SO - 0003294,06-06-2017,23-06-2017,6,Wholesale,USD,AXW291,67,1,11,"1,098.80",736.20,"12,086.80",,,
SO - 0003381,06-06-2017,18-06-2017,38,Wholesale,USD,AXW291,98,13,11,"1,025.10",727.82,"11,276.10",,,
SO - 0003577,06-06-2017,13-06-2017,17,Distributor,NZD,AXW291,10,9,7,817.40,498.61,"5,721.80",,,
SO - 0004383,06-06-2017,09-06-2017,11,Wholesale,NZD,AXW291,79,11,9,"3,577.80","2,003.57","32,200.20",,,
SO - 0005389,06-06-2017,21-06-2017,10,Distributor,USD,AXW291,5,7,7,"5,065.20","2,785.86","35,456.40",,,
SO - 0006228,06-06-2017,20-06-2017,11,Wholesale,USD,AXW291,97,6,8,"5,406.90","4,217.38","43,255.20",,,
SO - 0006327,06-06-2017,21-06-2017,18,Wholesale,AUD,AXW291,100,5,6,"4,013.30","2,929.71","24,079.80",,,
SO - 0006925,06-06-2017,21-06-2017,29,Distributor,NZD,AXW291,69,12,9,"1,279.70",627.05,"11,517.30",,,
SO - 0007144,06-06-2017,22-06-2017,31,Wholesale,USD,AXW291,69,1,12,174.20,73.16,"2,090.40",,,
SO - 000936,07-06-2017,19-06-2017,21,Distributor,EUR,AXW291,18,7,6,857.60,660.35,"5,145.60",,,
SO - 0002326,07-06-2017,20-06-2017,31,Wholesale,NZD,AXW291,18,7,9,"3,035.10","1,578.25","27,315.90",,,
SO - 0005232,07-06-2017,12-06-2017,29,Wholesale,USD,AXW291,97,2,8,"3,906.10","2,812.39","31,248.80",,,
SO - 0006455,07-06-2017,15-06-2017,4,Wholesale,AUD,AXW291,70,5,11,837.50,644.88,"9,212.50",,,
SO - 0006501,07-06-2017,19-06-2017,21,Export,EUR,AXW291,89,7,12,"3,912.80","1,995.53","46,953.60",,,
SO - 0001188,08-06-2017,21-06-2017,17,Wholesale,EUR,AXW291,13,5,6,"1,025.10",789.33,"6,150.60",,,
SO - 0004418,08-06-2017,11-06-2017,8,Distributor,NZD,AXW291,16,9,5,743.70,468.53,"3,718.50",,,
SO - 0004468,08-06-2017,26-06-2017,11,Distributor,NZD,AXW291,27,13,5,"1,045.20",512.15,"5,226.00",,,
SO - 0004838,08-06-2017,19-06-2017,44,Wholesale,NZD,AXW291,4,13,5,"3,819.00","2,864.25","19,095.00",,,
SO - 0007456,08-06-2017,17-06-2017,15,Distributor,NZD,AXW291,33,2,12,"1,896.10",796.36,"22,753.20",,,
SO - 0007559,08-06-2017,17-06-2017,36,Wholesale,NZD,AXW291,91,6,9,"3,289.70","2,500.17","29,607.30",,,
SO - 0001420,09-06-2017,26-06-2017,16,Wholesale,USD,AXW291,24,13,11,"1,098.80",813.11,"12,086.80",,,
SO - 0001789,09-06-2017,22-06-2017,47,Distributor,EUR,AXW291,71,5,6,"1,762.10","1,409.68","10,572.60",,,
SO - 0002048,09-06-2017,17-06-2017,7,Distributor,NZD,AXW291,84,1,12,"3,906.10","2,695.21","46,873.20",,,
SO - 0004364,09-06-2017,18-06-2017,20,Wholesale,NZD,AXW291,9,7,5,"1,876.00","1,050.56","9,380.00",,,
SO - 0005188,09-06-2017,17-06-2017,12,Wholesale,NZD,AXW291,82,7,7,"3,926.20","2,002.36","27,483.40",,,
SO - 0007228,09-06-2017,12-06-2017,20,Wholesale,NZD,AXW291,82,5,6,"1,051.90",873.08,"6,311.40",,,
SO - 0007787,09-06-2017,19-06-2017,34,Export,USD,AXW291,21,1,10,"1,005.00",432.15,"10,050.00",,,
SO - 000284,10-06-2017,28-06-2017,48,Distributor,NZD,AXW291,11,5,10,"2,566.10","1,052.10","25,661.00",,,
SO - 0001471,10-06-2017,18-06-2017,1,Wholesale,USD,AXW291,63,2,5,"3,906.10","2,304.60","19,530.50",,,
SO - 0001948,10-06-2017,20-06-2017,49,Wholesale,GBP,AXW291,8,12,6,"1,165.80",897.67,"6,994.80",,,
SO - 0003044,10-06-2017,13-06-2017,39,Wholesale,GBP,AXW291,63,2,9,"6,023.30","2,770.72","54,209.70",,,
SO - 0004257,10-06-2017,17-06-2017,30,Wholesale,USD,AXW291,47,11,8,"2,559.40","2,098.71","20,475.20",,,
SO - 0004635,10-06-2017,19-06-2017,12,Wholesale,EUR,AXW291,95,11,11,"3,437.10","2,887.16","37,808.10",,,
SO - 0004711,10-06-2017,27-06-2017,47,Distributor,AUD,AXW291,20,5,6,"1,065.30",639.18,"6,391.80",,,
SO - 0007310,10-06-2017,25-06-2017,27,Wholesale,USD,AXW291,30,7,6,"5,473.90","2,408.52","32,843.40",,,
SO - 0007567,10-06-2017,28-06-2017,26,Wholesale,NZD,AXW291,61,1,5,"1,105.50",729.63,"5,527.50",,,
SO - 000235,11-06-2017,14-06-2017,24,Distributor,USD,AXW291,25,1,12,"5,219.30","3,444.74","62,631.60",,,
SO - 000319,11-06-2017,29-06-2017,48,Export,USD,AXW291,32,13,7,"1,139.00",546.72,"7,973.00",,,
SO - 0001235,11-06-2017,19-06-2017,40,Export,NZD,AXW291,10,5,5,"2,331.60","1,095.85","11,658.00",,,
SO - 0001537,11-06-2017,16-06-2017,31,Export,USD,AXW291,1,9,9,"3,986.50","1,993.25","35,878.50",,,
SO - 0003893,11-06-2017,27-06-2017,47,Wholesale,AUD,AXW291,96,9,9,"1,876.00","1,050.56","16,884.00",,,
SO - 0004661,11-06-2017,27-06-2017,8,Distributor,USD,AXW291,74,6,6,"1,829.10",749.93,"10,974.60",,,
SO - 000985,12-06-2017,30-06-2017,49,Distributor,NZD,AXW291,43,11,6,207.70,153.70,"1,246.20",,,
SO - 0001152,12-06-2017,30-06-2017,32,Wholesale,NZD,AXW291,46,13,5,"1,165.80",886.01,"5,829.00",,,
SO - 0001849,12-06-2017,28-06-2017,13,Wholesale,AUD,AXW291,47,2,6,"1,949.70","1,306.30","11,698.20",,,
SO - 0002138,12-06-2017,20-06-2017,3,Distributor,AUD,AXW291,86,1,6,"1,045.20",595.76,"6,271.20",,,
SO - 0002252,12-06-2017,19-06-2017,45,Wholesale,NZD,AXW291,42,13,8,"3,899.40","2,300.65","31,195.20",,,
SO - 0003860,12-06-2017,27-06-2017,12,Wholesale,GBP,AXW291,71,9,11,"3,370.10","2,055.76","37,071.10",,,
SO - 0005726,12-06-2017,25-06-2017,33,Distributor,GBP,AXW291,38,13,10,"5,768.70","4,268.84","57,687.00",,,
SO - 000465,13-06-2017,21-06-2017,15,Wholesale,NZD,AXW291,39,9,5,"2,425.40","1,430.99","12,127.00",,,
SO - 000522,13-06-2017,16-06-2017,16,Wholesale,AUD,AXW291,24,11,8,"1,125.60",731.64,"9,004.80",,,
SO - 0001532,13-06-2017,16-06-2017,34,Wholesale,NZD,AXW291,23,3,12,"3,973.10","1,708.43","47,677.20",,,
SO - 0003441,13-06-2017,23-06-2017,30,Wholesale,AUD,AXW291,7,2,10,"2,284.70","1,759.22","22,847.00",,,
SO - 0004693,13-06-2017,25-06-2017,6,Wholesale,NZD,AXW291,80,9,5,"3,986.50","2,910.15","19,932.50",,,
SO - 0005827,13-06-2017,25-06-2017,37,Distributor,USD,AXW291,83,7,9,268.00,203.68,"2,412.00",,,
SO - 0006257,13-06-2017,23-06-2017,23,Distributor,NZD,AXW291,34,1,7,"1,112.20",900.88,"7,785.40",,,
SO - 000504,14-06-2017,29-06-2017,42,Wholesale,AUD,AXW291,42,14,9,"1,996.60","1,457.52","17,969.40",,,
SO - 000620,14-06-2017,02-07-2017,23,Wholesale,NZD,AXW291,100,7,11,"2,405.30","1,635.60","26,458.30",,,
SO - 000788,14-06-2017,01-07-2017,3,Wholesale,GBP,AXW291,70,14,11,"1,031.80",629.40,"11,349.80",,,
SO - 000839,14-06-2017,24-06-2017,19,Wholesale,USD,AXW291,50,7,5,"3,993.20","1,876.80","19,966.00",,,
SO - 0001282,14-06-2017,17-06-2017,15,Export,NZD,AXW291,84,5,6,"5,373.40","2,364.30","32,240.40",,,
SO - 0001302,14-06-2017,17-06-2017,3,Distributor,NZD,AXW291,34,11,9,"1,192.60",632.08,"10,733.40",,,
SO - 0002582,14-06-2017,02-07-2017,4,Wholesale,NZD,AXW291,16,13,9,998.30,798.64,"8,984.70",,,
SO - 0003818,14-06-2017,02-07-2017,1,Wholesale,USD,AXW291,91,4,7,"2,331.60","1,515.54","16,321.20",,,
SO - 0004980,14-06-2017,21-06-2017,36,Export,USD,AXW291,52,9,8,"1,775.50",710.20,"14,204.00",,,
SO - 0005723,14-06-2017,30-06-2017,29,Distributor,AUD,AXW291,79,7,8,187.60,80.67,"1,500.80",,,
SO - 0007100,14-06-2017,30-06-2017,33,Distributor,GBP,AXW291,62,11,12,"1,038.50",851.57,"12,462.00",,,
SO - 0001088,15-06-2017,01-07-2017,42,Distributor,USD,AXW291,35,7,12,"1,005.00",562.80,"12,060.00",,,
SO - 0002026,15-06-2017,03-07-2017,9,Export,NZD,AXW291,97,12,9,"2,619.70","1,571.82","23,577.30",,,
SO - 0006331,15-06-2017,30-06-2017,26,Wholesale,NZD,AXW291,38,7,5,"1,078.70",571.71,"5,393.50",,,
SO - 0002677,16-06-2017,23-06-2017,49,Wholesale,USD,AXW291,31,7,12,"2,572.80","1,878.14","30,873.60",,,
SO - 0002946,16-06-2017,29-06-2017,24,Wholesale,AUD,AXW291,22,1,10,"2,211.00","1,348.71","22,110.00",,,
SO - 0003134,16-06-2017,30-06-2017,16,Wholesale,AUD,AXW291,78,13,11,"2,311.50","1,271.33","25,426.50",,,
SO - 0003286,16-06-2017,02-07-2017,34,Wholesale,USD,AXW291,90,7,9,"2,331.60","1,538.86","20,984.40",,,
SO - 0003530,16-06-2017,03-07-2017,42,Wholesale,NZD,AXW291,12,3,12,214.40,175.81,"2,572.80",,,
SO - 0004082,16-06-2017,20-06-2017,27,Export,USD,AXW291,91,9,5,"1,721.90","1,205.33","8,609.50",,,
SO - 0005349,16-06-2017,27-06-2017,32,Distributor,AUD,AXW291,63,7,5,167.50,134.00,837.50,,,
SO - 0006634,16-06-2017,19-06-2017,48,Wholesale,NZD,AXW291,90,11,5,"2,653.20","1,698.05","13,266.00",,,
SO - 000203,17-06-2017,01-07-2017,44,Export,NZD,AXW291,76,9,11,871.00,566.15,"9,581.00",,,
SO - 000398,17-06-2017,21-06-2017,9,Distributor,AUD,AXW291,33,2,11,"2,385.20","1,454.97","26,237.20",,,
SO - 0001364,17-06-2017,24-06-2017,32,Distributor,GBP,AXW291,54,7,6,268.00,155.44,"1,608.00",,,
SO - 0001865,17-06-2017,26-06-2017,30,Wholesale,NZD,AXW291,83,13,12,"1,708.50","1,349.72","20,502.00",,,
SO - 0004758,17-06-2017,30-06-2017,34,Export,NZD,AXW291,16,2,9,"1,132.30",837.90,"10,190.70",,,
SO - 0005528,17-06-2017,28-06-2017,28,Wholesale,USD,AXW291,80,13,9,730.30,584.24,"6,572.70",,,
SO - 0006203,17-06-2017,26-06-2017,11,Distributor,USD,AXW291,43,2,10,"1,681.70","1,294.91","16,817.00",,,
SO - 000208,18-06-2017,22-06-2017,5,Distributor,NZD,AXW291,55,5,6,207.70,135.01,"1,246.20",,,
SO - 000881,18-06-2017,02-07-2017,25,Export,NZD,AXW291,8,4,12,"1,132.30",962.46,"13,587.60",,,
SO - 0001067,18-06-2017,30-06-2017,3,Distributor,USD,AXW291,6,7,7,"2,458.90","1,819.59","17,212.30",,,
SO - 0002466,18-06-2017,05-07-2017,44,Wholesale,AUD,AXW291,84,8,9,"2,485.70",994.28,"22,371.30",,,
SO - 0003052,18-06-2017,02-07-2017,25,Wholesale,NZD,AXW291,99,5,8,958.10,756.90,"7,664.80",,,
SO - 0004935,18-06-2017,01-07-2017,48,Export,NZD,AXW291,2,13,8,"5,326.50","4,367.73","42,612.00",,,
SO - 0005452,18-06-2017,21-06-2017,33,Wholesale,NZD,AXW291,66,7,5,"3,986.50","1,993.25","19,932.50",,,
SO - 0006081,18-06-2017,25-06-2017,48,Wholesale,NZD,AXW291,96,1,10,"2,211.00","1,857.24","22,110.00",,,
SO - 0006473,18-06-2017,28-06-2017,14,Wholesale,EUR,AXW291,13,7,9,964.80,482.40,"8,683.20",,,
SO - 0007583,18-06-2017,23-06-2017,24,Wholesale,NZD,AXW291,39,5,10,"3,698.40","3,106.66","36,984.00",,,
SO - 0001022,19-06-2017,02-07-2017,36,Export,NZD,AXW291,50,7,7,"1,809.00","1,537.65","12,663.00",,,
SO - 0001767,19-06-2017,06-07-2017,23,Distributor,NZD,AXW291,91,13,11,"2,385.20","1,097.19","26,237.20",,,
SO - 0002785,19-06-2017,07-07-2017,37,Distributor,NZD,AXW291,17,14,10,891.10,686.15,"8,911.00",,,
SO - 0003871,19-06-2017,03-07-2017,16,Wholesale,NZD,AXW291,83,12,7,790.60,434.83,"5,534.20",,,
SO - 0004041,19-06-2017,07-07-2017,7,Wholesale,GBP,AXW291,66,2,5,"2,592.90","1,218.66","12,964.50",,,
SO - 0004249,19-06-2017,22-06-2017,40,Wholesale,NZD,AXW291,23,2,5,"2,532.60","1,013.04","12,663.00",,,
SO - 0004472,19-06-2017,30-06-2017,37,Wholesale,NZD,AXW291,5,1,7,"1,038.50",477.71,"7,269.50",,,
SO - 0007283,19-06-2017,05-07-2017,30,Wholesale,NZD,AXW291,92,1,6,"3,892.70","2,880.60","23,356.20",,,
SO - 0007487,19-06-2017,27-06-2017,30,Distributor,AUD,AXW291,50,7,6,214.40,145.79,"1,286.40",,,
SO - 0001437,20-06-2017,27-06-2017,15,Distributor,USD,AXW291,68,2,10,"3,999.90","2,039.95","39,999.00",,,
SO - 0003952,20-06-2017,05-07-2017,28,Distributor,NZD,AXW291,7,11,5,"1,159.10",498.41,"5,795.50",,,
SO - 0005319,20-06-2017,27-06-2017,38,Export,NZD,AXW291,2,9,10,"5,969.70","4,656.37","59,697.00",,,
SO - 0007316,20-06-2017,03-07-2017,2,Distributor,GBP,AXW291,96,7,7,"2,793.90","1,452.83","19,557.30",,,
SO - 0003395,21-06-2017,02-07-2017,31,Distributor,EUR,AXW291,21,11,5,"1,748.70","1,294.04","8,743.50",,,
SO - 0003698,21-06-2017,07-07-2017,34,Wholesale,NZD,AXW291,90,9,11,"1,011.70",566.55,"11,128.70",,,
SO - 0004129,21-06-2017,29-06-2017,2,Wholesale,USD,AXW291,45,1,11,268.00,176.88,"2,948.00",,,
SO - 0005320,21-06-2017,01-07-2017,12,Distributor,NZD,AXW291,17,4,5,"3,584.50","2,509.15","17,922.50",,,
SO - 0006749,21-06-2017,25-06-2017,19,Export,USD,AXW291,29,7,5,683.40,328.03,"3,417.00",,,
SO - 0006771,21-06-2017,09-07-2017,38,Wholesale,NZD,AXW291,76,1,12,"3,872.60","1,549.04","46,471.20",,,
SO - 0007676,21-06-2017,30-06-2017,21,Wholesale,NZD,AXW291,86,9,8,"3,953.00","2,608.98","31,624.00",,,
SO - 000158,22-06-2017,01-07-2017,8,Distributor,USD,AXW291,26,1,7,"2,371.80","1,233.34","16,602.60",,,
SO - 0001207,22-06-2017,04-07-2017,16,Wholesale,AUD,AXW291,35,1,8,"5,145.60","3,601.92","41,164.80",,,
SO - 0001438,22-06-2017,01-07-2017,33,Wholesale,EUR,AXW291,87,7,6,"3,966.40","1,784.88","23,798.40",,,
SO - 0001946,22-06-2017,25-06-2017,34,Distributor,NZD,AXW291,86,5,7,797.30,518.25,"5,581.10",,,
SO - 0002856,22-06-2017,08-07-2017,46,Wholesale,USD,AXW291,42,5,5,"1,145.70",882.19,"5,728.50",,,
SO - 0003071,22-06-2017,28-06-2017,41,Export,USD,AXW291,60,1,7,"2,271.30","1,408.21","15,899.10",,,
SO - 0004921,22-06-2017,30-06-2017,27,Wholesale,USD,AXW291,19,11,10,770.50,392.96,"7,705.00",,,
SO - 0007072,22-06-2017,04-07-2017,28,Wholesale,AUD,AXW291,95,7,9,"1,896.10","1,156.62","17,064.90",,,
SO - 0007905,22-06-2017,26-06-2017,14,Wholesale,EUR,AXW291,26,2,10,"1,688.40","1,418.26","16,884.00",,,
SO - 0001489,23-06-2017,09-07-2017,37,Distributor,AUD,AXW291,2,8,9,"2,365.10","1,206.20","21,285.90",,,
SO - 0003974,23-06-2017,09-07-2017,9,Wholesale,NZD,AXW291,33,2,6,187.60,133.20,"1,125.60",,,
SO - 0004859,23-06-2017,02-07-2017,27,Wholesale,NZD,AXW291,61,1,6,"2,425.40","1,164.19","14,552.40",,,
SO - 000331,24-06-2017,05-07-2017,11,Distributor,NZD,AXW291,38,7,8,"3,892.70","2,724.89","31,141.60",,,
SO - 0001704,24-06-2017,04-07-2017,3,Distributor,USD,AXW291,65,2,5,207.70,145.39,"1,038.50",,,
SO - 0003677,24-06-2017,01-07-2017,20,Export,AUD,AXW291,75,1,12,180.90,121.20,"2,170.80",,,
SO - 0003889,24-06-2017,08-07-2017,39,Wholesale,USD,AXW291,72,2,5,"1,882.70",903.70,"9,413.50",,,
SO - 0004224,24-06-2017,05-07-2017,6,Distributor,USD,AXW291,19,10,7,"3,872.60","3,059.35","27,108.20",,,
SO - 0004342,24-06-2017,02-07-2017,46,Wholesale,AUD,AXW291,6,11,7,"6,405.20","4,163.38","44,836.40",,,
SO - 0004396,24-06-2017,30-06-2017,14,Wholesale,USD,AXW291,25,1,6,"1,112.20",656.20,"6,673.20",,,
SO - 0004945,24-06-2017,03-07-2017,47,Wholesale,NZD,AXW291,20,5,5,214.40,102.91,"1,072.00",,,
SO - 0006736,24-06-2017,11-07-2017,20,Distributor,EUR,AXW291,98,1,9,"3,852.50","2,311.50","34,672.50",,,
SO - 0006981,24-06-2017,09-07-2017,26,Distributor,AUD,AXW291,18,13,11,"1,025.10",543.30,"11,276.10",,,
SO - 0007356,24-06-2017,02-07-2017,4,Distributor,NZD,AXW291,66,2,7,"1,085.40",846.61,"7,597.80",,,
SO - 000159,25-06-2017,05-07-2017,47,Wholesale,NZD,AXW291,91,2,12,857.60,686.08,"10,291.20",,,
SO - 000638,25-06-2017,05-07-2017,48,Distributor,NZD,AXW291,28,11,5,924.60,536.27,"4,623.00",,,
SO - 000850,25-06-2017,12-07-2017,50,Distributor,USD,AXW291,26,11,12,"2,432.10","2,018.64","29,185.20",,,
SO - 0001046,25-06-2017,06-07-2017,37,Distributor,USD,AXW291,78,13,6,690.10,400.26,"4,140.60",,,
SO - 0001491,25-06-2017,28-06-2017,48,Export,EUR,AXW291,76,6,7,"1,005.00",693.45,"7,035.00",,,
SO - 0001632,25-06-2017,05-07-2017,5,Export,AUD,AXW291,39,5,8,"3,993.20","1,597.28","31,945.60",,,
SO - 0002432,25-06-2017,08-07-2017,16,Distributor,USD,AXW291,16,1,7,"3,906.10","1,562.44","27,342.70",,,
SO - 0002517,25-06-2017,08-07-2017,39,Export,USD,AXW291,58,1,7,"3,839.10","2,917.72","26,873.70",,,
SO - 0002889,25-06-2017,10-07-2017,7,Distributor,USD,AXW291,13,11,12,"1,742.00","1,167.14","20,904.00",,,
SO - 0002914,25-06-2017,13-07-2017,7,Wholesale,NZD,AXW291,28,7,10,"3,551.00","2,414.68","35,510.00",,,
SO - 0003655,25-06-2017,28-06-2017,27,Distributor,NZD,AXW291,86,13,9,"1,969.80","1,260.67","17,728.20",,,
SO - 0005442,25-06-2017,11-07-2017,24,Wholesale,GBP,AXW291,67,7,7,"2,405.30","2,044.51","16,837.10",,,
SO - 0005472,25-06-2017,05-07-2017,11,Wholesale,USD,AXW291,47,1,6,"5,319.80","4,521.83","31,918.80",,,
SO - 0006217,25-06-2017,10-07-2017,23,Export,NZD,AXW291,57,7,8,"3,430.40","2,401.28","27,443.20",,,
SO - 000420,26-06-2017,08-07-2017,6,Export,GBP,AXW291,24,1,8,"1,038.50",560.79,"8,308.00",,,
SO - 0001211,26-06-2017,04-07-2017,37,Distributor,NZD,AXW291,2,5,7,"1,809.00","1,121.58","12,663.00",,,
SO - 0002634,26-06-2017,13-07-2017,46,Wholesale,NZD,AXW291,26,11,7,"1,125.60",585.31,"7,879.20",,,
SO - 0006054,26-06-2017,01-07-2017,25,Export,AUD,AXW291,96,3,9,783.90,368.43,"7,055.10",,,
SO - 0006574,26-06-2017,10-07-2017,18,Wholesale,USD,AXW291,6,7,7,"3,477.30","1,390.92","24,341.10",,,
SO - 0006770,26-06-2017,30-06-2017,1,Distributor,NZD,AXW291,86,7,8,"3,175.80","2,540.64","25,406.40",,,
SO - 0001098,27-06-2017,15-07-2017,30,Wholesale,EUR,AXW291,9,13,11,"1,675.00","1,155.75","18,425.00",,,
SO - 0002423,27-06-2017,09-07-2017,36,Wholesale,USD,AXW291,73,2,8,221.10,168.04,"1,768.80",,,
SO - 0004783,27-06-2017,06-07-2017,41,Wholesale,AUD,AXW291,27,5,11,"3,162.40","1,676.07","34,786.40",,,
SO - 0005327,27-06-2017,30-06-2017,9,Distributor,NZD,AXW291,92,2,7,864.30,596.37,"6,050.10",,,
SO - 0006172,27-06-2017,12-07-2017,16,Wholesale,AUD,AXW291,6,11,5,"3,999.90","2,319.94","19,999.50",,,
SO - 0006391,27-06-2017,30-06-2017,34,Distributor,USD,AXW291,60,1,9,"3,691.70","2,104.27","33,225.30",,,
SO - 0007888,27-06-2017,08-07-2017,39,Export,GBP,AXW291,50,3,10,"6,425.30","5,204.49","64,253.00",,,
SO - 0008086,27-06-2017,02-07-2017,27,Distributor,GBP,AXW291,88,9,9,254.60,137.48,"2,291.40",,,
SO - 0001500,28-06-2017,10-07-2017,47,Wholesale,EUR,AXW291,45,7,5,"1,842.50","1,308.18","9,212.50",,,
SO - 0001850,28-06-2017,16-07-2017,50,Wholesale,GBP,AXW291,84,5,12,991.60,694.12,"11,899.20",,,
SO - 0002395,28-06-2017,09-07-2017,10,Distributor,EUR,AXW291,83,13,8,"1,092.10",688.02,"8,736.80",,,
SO - 0002417,28-06-2017,04-07-2017,44,Export,AUD,AXW291,8,13,5,241.20,101.30,"1,206.00",,,
SO - 0004038,28-06-2017,06-07-2017,44,Distributor,NZD,AXW291,59,11,5,"3,946.30","1,736.37","19,731.50",,,
SO - 0005903,28-06-2017,06-07-2017,44,Wholesale,NZD,AXW291,51,5,7,"2,472.30","1,236.15","17,306.10",,,
SO - 0007128,28-06-2017,07-07-2017,15,Wholesale,NZD,AXW291,80,1,6,"5,118.80","2,303.46","30,712.80",,,
SO - 0007326,28-06-2017,12-07-2017,9,Distributor,AUD,AXW291,44,7,10,"2,231.10","1,383.28","22,311.00",,,
SO - 0007489,28-06-2017,05-07-2017,19,Distributor,NZD,AXW291,98,3,9,"2,398.60","1,703.01","21,587.40",,,
SO - 0001874,29-06-2017,03-07-2017,48,Distributor,NZD,AXW291,15,14,9,"1,092.10",884.60,"9,828.90",,,
SO - 0002651,29-06-2017,11-07-2017,24,Distributor,USD,AXW291,68,12,12,"3,832.40","2,835.98","45,988.80",,,
SO - 0004817,29-06-2017,04-07-2017,10,Export,USD,AXW291,70,1,10,944.70,736.87,"9,447.00",,,
SO - 000419,30-06-2017,16-07-2017,47,Wholesale,NZD,AXW291,74,2,7,"1,092.10",546.05,"7,644.70",,,
SO - 0003726,30-06-2017,15-07-2017,18,Distributor,USD,AXW291,50,11,12,187.60,157.58,"2,251.20",,,
SO - 0003754,30-06-2017,11-07-2017,41,Wholesale,USD,AXW291,99,1,11,"5,969.70","3,343.03","65,666.70",,,
SO - 0003982,30-06-2017,15-07-2017,33,Distributor,NZD,AXW291,86,7,8,"5,105.40","2,042.16","40,843.20",,,
SO - 0004124,30-06-2017,18-07-2017,40,Wholesale,NZD,AXW291,18,11,9,221.10,134.87,"1,989.90",,,
SO - 0007766,30-06-2017,03-07-2017,45,Wholesale,USD,AXW291,67,1,11,"1,139.00",865.64,"12,529.00",,,
SO - 0004906,01-07-2017,04-07-2017,38,Distributor,AUD,AXW291,28,9,12,"3,892.70","2,218.84","46,712.40",,,
SO - 0006049,01-07-2017,08-07-2017,22,Wholesale,NZD,AXW291,88,11,9,911.20,765.41,"8,200.80",,,
SO - 0006896,01-07-2017,17-07-2017,10,Distributor,NZD,AXW291,74,1,5,998.30,778.67,"4,991.50",,,
SO - 0006901,01-07-2017,12-07-2017,41,Distributor,EUR,AXW291,40,1,8,"3,242.80","1,426.83","25,942.40",,,
SO - 0007496,01-07-2017,10-07-2017,11,Wholesale,GBP,AXW291,10,7,8,"1,051.90",557.51,"8,415.20",,,
SO - 000248,02-07-2017,16-07-2017,37,Wholesale,USD,AXW291,62,7,9,984.90,669.73,"8,864.10",,,
SO - 0001317,02-07-2017,13-07-2017,14,Wholesale,USD,AXW291,11,11,11,227.80,150.35,"2,505.80",,,
SO - 0001331,02-07-2017,08-07-2017,46,Wholesale,NZD,AXW291,68,2,8,"2,385.20","1,836.60","19,081.60",,,
SO - 0001553,02-07-2017,13-07-2017,50,Distributor,NZD,AXW291,31,1,12,"5,929.50","2,786.87","71,154.00",,,
SO - 0001588,02-07-2017,19-07-2017,49,Wholesale,USD,AXW291,9,7,5,"5,842.40","4,557.07","29,212.00",,,
SO - 0002948,02-07-2017,16-07-2017,18,Wholesale,NZD,AXW291,64,2,8,"3,966.40","2,657.49","31,731.20",,,
SO - 0003201,02-07-2017,16-07-2017,21,Export,AUD,AXW291,55,2,5,"2,257.90",925.74,"11,289.50",,,
SO - 0003895,02-07-2017,14-07-2017,35,Wholesale,GBP,AXW291,58,2,6,"1,058.60",656.33,"6,351.60",,,
SO - 0005368,02-07-2017,15-07-2017,9,Export,USD,AXW291,85,2,5,"2,559.40","1,330.89","12,797.00",,,
SO - 0005418,02-07-2017,06-07-2017,40,Wholesale,AUD,AXW291,94,2,8,"2,452.20","1,324.19","19,617.60",,,
SO - 0007662,02-07-2017,09-07-2017,28,Distributor,AUD,AXW291,22,1,8,"3,859.20","2,083.97","30,873.60",,,
SO - 0007760,02-07-2017,09-07-2017,34,Export,EUR,AXW291,15,7,8,"1,333.30",719.98,"10,666.40",,,
SO - 0002076,03-07-2017,07-07-2017,13,Wholesale,USD,AXW291,72,11,12,891.10,570.30,"10,693.20",,,
SO - 0002585,03-07-2017,10-07-2017,46,Export,USD,AXW291,82,9,9,261.30,203.81,"2,351.70",,,
SO - 0005056,03-07-2017,10-07-2017,15,Distributor,NZD,AXW291,33,5,6,"3,892.70","2,802.74","23,356.20",,,
SO - 0005272,03-07-2017,11-07-2017,27,Distributor,GBP,AXW291,85,13,12,174.20,123.68,"2,090.40",,,
SO - 0005335,03-07-2017,17-07-2017,17,Export,USD,AXW291,78,4,9,"1,065.30",692.45,"9,587.70",,,
SO - 0005545,03-07-2017,07-07-2017,12,Wholesale,USD,AXW291,39,1,8,"1,098.80",483.47,"8,790.40",,,
SO - 0006709,03-07-2017,20-07-2017,46,Distributor,USD,AXW291,59,2,12,"2,284.70","1,690.68","27,416.40",,,
SO - 0007047,03-07-2017,16-07-2017,11,Distributor,EUR,AXW291,38,13,12,174.20,128.91,"2,090.40",,,
SO - 0007554,03-07-2017,13-07-2017,23,Wholesale,NZD,AXW291,53,2,5,"2,452.20","1,741.06","12,261.00",,,
SO - 0007961,03-07-2017,09-07-2017,6,Distributor,EUR,AXW291,48,2,5,"1,976.50",948.72,"9,882.50",,,
SO - 0002291,04-07-2017,08-07-2017,3,Wholesale,NZD,AXW291,59,2,10,"2,271.30","1,476.35","22,713.00",,,
SO - 0005329,04-07-2017,13-07-2017,46,Wholesale,USD,AXW291,78,1,8,"1,862.60",949.93,"14,900.80",,,
SO - 0006032,04-07-2017,16-07-2017,15,Distributor,NZD,AXW291,33,11,5,777.20,349.74,"3,886.00",,,
SO - 0002165,05-07-2017,12-07-2017,25,Wholesale,GBP,AXW291,27,9,7,"3,484.00","1,532.96","24,388.00",,,
